canonicalPrintingId,language,region,canonicalSetId,providerSetIds,collectorNumber,setTotal,providerCardIds,evidenceUsed,exactnessJustification,conflictFlags,auditClassification
pokemon|es|ES|set:2c60141b51832142|SM100|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM100,248,"{""tcgdex"": ""smp-SM100""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM100"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM101|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM101,248,"{""tcgdex"": ""smp-SM101""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM101"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM102|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM102,248,"{""tcgdex"": ""smp-SM102""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM102"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM103|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM103,248,"{""tcgdex"": ""smp-SM103""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM103"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM104|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM104,248,"{""tcgdex"": ""smp-SM104""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM104"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM105|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM105,248,"{""tcgdex"": ""smp-SM105""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM105"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM106|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM106,248,"{""tcgdex"": ""smp-SM106""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM106"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM107|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM107,248,"{""tcgdex"": ""smp-SM107""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM107"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM11|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM11,248,"{""tcgdex"": ""smp-SM11""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM11"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM115|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM115,248,"{""tcgdex"": ""smp-SM115""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM115"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM116|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM116,248,"{""tcgdex"": ""smp-SM116""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM116"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM117|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM117,248,"{""tcgdex"": ""smp-SM117""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM117"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM118|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM118,248,"{""tcgdex"": ""smp-SM118""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM118"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|1|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",001,226,"{""tcgdex"": ""A1-001""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-001"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|10|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",010,226,"{""tcgdex"": ""A1-010""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-010"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|11|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",011,226,"{""tcgdex"": ""A1-011""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-011"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|12|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",012,226,"{""tcgdex"": ""A1-012""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-012"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|13|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",013,226,"{""tcgdex"": ""A1-013""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-013"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|14|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",014,226,"{""tcgdex"": ""A1-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-014"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|15|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",015,226,"{""tcgdex"": ""A1-015""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-015"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|16|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",016,226,"{""tcgdex"": ""A1-016""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-016"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|17|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",017,226,"{""tcgdex"": ""A1-017""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-017"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ace3f85318f94a35|18|unspecified,es,ES,pokemon|es|ES|tcgdex:A1,"{""tcgdex"": ""A1""}",018,226,"{""tcgdex"": ""A1-018""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-018"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Juego de Cartas Coleccionables Pokémon Pocket"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|1|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",001,0,"{""tcgdex"": ""mep-001""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-001"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|10|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",010,0,"{""tcgdex"": ""mep-010""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-010"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|11|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",011,0,"{""tcgdex"": ""mep-011""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-011"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|12|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",012,0,"{""tcgdex"": ""mep-012""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-012"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|13|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",013,0,"{""tcgdex"": ""mep-013""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-013"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|14|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",014,0,"{""tcgdex"": ""mep-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-014"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|15|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",015,0,"{""tcgdex"": ""mep-015""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-015"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|16|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",016,0,"{""tcgdex"": ""mep-016""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-016"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|17|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",017,0,"{""tcgdex"": ""mep-017""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-017"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:0b0a67d54a031f35|18|unspecified,es,ES,pokemon|es|ES|tcgdex:mep,"{""tcgdex"": ""mep""}",018,0,"{""tcgdex"": ""mep-018""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-018"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Megaevolución"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ad8d56d24db699b3|58|unspecified,es,ES,pokemon|es|ES|tcgdex:swsh8,"{""tcgdex"": ""swsh8""}",58,264,"{""tcgdex"": ""swsh8-58""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh8-58"", ""providerSetId"": ""swsh8"", ""serieId"": ""swsh"", ""serieName"": ""Espada y Escudo"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:ad8d56d24db699b3|178|unspecified,es,ES,pokemon|es|ES|tcgdex:swsh8,"{""tcgdex"": ""swsh8""}",178,264,"{""tcgdex"": ""swsh8-178""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh8-178"", ""providerSetId"": ""swsh8"", ""serieId"": ""swsh"", ""serieName"": ""Espada y Escudo"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:d0763714667223f0|TG27|unspecified,es,ES,pokemon|es|ES|tcgdex:swsh10,"{""tcgdex"": ""swsh10""}",TG27,189,"{""tcgdex"": ""swsh10-TG27""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh10-TG27"", ""providerSetId"": ""swsh10"", ""serieId"": ""swsh"", ""serieName"": ""Espada y Escudo"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:8e7c7a4c658a82b0|77|unspecified,es,ES,pokemon|es|ES|tcgdex:sv10.5w,"{""tcgdex"": ""sv10.5w""}",077,86,"{""tcgdex"": ""sv10.5w-077""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv10.5w-077"", ""providerSetId"": ""sv10.5w"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:59b5073f1cd45526|83|unspecified,es,ES,pokemon|es|ES|tcgdex:sm8,"{""tcgdex"": ""sm8""}",83,214,"{""tcgdex"": ""sm8-83""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sm8-83"", ""providerSetId"": ""sm8"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:099376908f6b9630|12|unspecified,es,ES,pokemon|es|ES|tcgdex:bw8,"{""tcgdex"": ""bw8""}",12,135,"{""tcgdex"": ""bw8-12""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw8-12"", ""providerSetId"": ""bw8"", ""serieId"": ""bw"", ""serieName"": ""Negro y Blanco"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:f1ccd5e0b4303e43|187|unspecified,es,ES,pokemon|es|ES|tcgdex:sv03.5,"{""tcgdex"": ""sv03.5""}",187,165,"{""tcgdex"": ""sv03.5-187""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv03.5-187"", ""providerSetId"": ""sv03.5"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:858faa1d5d62ae48|129|unspecified,es,ES,pokemon|es|ES|tcgdex:sm10,"{""tcgdex"": ""sm10""}",129,214,"{""tcgdex"": ""sm10-129""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sm10-129"", ""providerSetId"": ""sm10"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:470c98280e6ffe02|166|unspecified,es,ES,pokemon|es|ES|tcgdex:sv08.5,"{""tcgdex"": ""sv08.5""}",166,131,"{""tcgdex"": ""sv08.5-166""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv08.5-166"", ""providerSetId"": ""sv08.5"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:d0763714667223f0|58|unspecified,es,ES,pokemon|es|ES|tcgdex:swsh10,"{""tcgdex"": ""swsh10""}",058,189,"{""tcgdex"": ""swsh10-058""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh10-058"", ""providerSetId"": ""swsh10"", ""serieId"": ""swsh"", ""serieName"": ""Espada y Escudo"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:c31cc7324eb3dced|166|unspecified,es,ES,pokemon|es|ES|tcgdex:sv10.5b,"{""tcgdex"": ""sv10.5b""}",166,86,"{""tcgdex"": ""sv10.5b-166""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv10.5b-166"", ""providerSetId"": ""sv10.5b"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:c6f07fb1f5036a1b|176|unspecified,es,ES,pokemon|es|ES|tcgdex:swsh3,"{""tcgdex"": ""swsh3""}",176,189,"{""tcgdex"": ""swsh3-176""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh3-176"", ""providerSetId"": ""swsh3"", ""serieId"": ""swsh"", ""serieName"": ""Espada y Escudo"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:25a305153bf478d5|134|unspecified,es,ES,pokemon|es|ES|tcgdex:sm1,"{""tcgdex"": ""sm1""}",134,149,"{""tcgdex"": ""sm1-134""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sm1-134"", ""providerSetId"": ""sm1"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:c6f07fb1f5036a1b|150|unspecified,es,ES,pokemon|es|ES|tcgdex:swsh3,"{""tcgdex"": ""swsh3""}",150,189,"{""tcgdex"": ""swsh3-150""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh3-150"", ""providerSetId"": ""swsh3"", ""serieId"": ""swsh"", ""serieName"": ""Espada y Escudo"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:4be80be20fbb2c8b|88|unspecified,es,ES,pokemon|es|ES|tcgdex:sm4,"{""tcgdex"": ""sm4""}",88,111,"{""tcgdex"": ""sm4-88""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sm4-88"", ""providerSetId"": ""sm4"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:e7df4d534b8e4250|234|unspecified,es,ES,pokemon|es|ES|tcgdex:sv08,"{""tcgdex"": ""sv08""}",234,191,"{""tcgdex"": ""sv08-234""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv08-234"", ""providerSetId"": ""sv08"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:e7df4d534b8e4250|179|unspecified,es,ES,pokemon|es|ES|tcgdex:sv08,"{""tcgdex"": ""sv08""}",179,191,"{""tcgdex"": ""sv08-179""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv08-179"", ""providerSetId"": ""sv08"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:2c60141b51832142|SM91|unspecified,es,ES,pokemon|es|ES|tcgdex:smp,"{""tcgdex"": ""smp""}",SM91,248,"{""tcgdex"": ""smp-SM91""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""smp-SM91"", ""providerSetId"": ""smp"", ""serieId"": ""sm"", ""serieName"": ""Sol y Luna"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:93b8bb88a729855e|111|unspecified,es,ES,pokemon|es|ES|tcgdex:sv04.5,"{""tcgdex"": ""sv04.5""}",111,91,"{""tcgdex"": ""sv04.5-111""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv04.5-111"", ""providerSetId"": ""sv04.5"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es|ES|set:e75add09621812a7|4|unspecified,es,ES,pokemon|es|ES|tcgdex:sv06,"{""tcgdex"": ""sv06""}",004,167,"{""tcgdex"": ""sv06-004""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv06-004"", ""providerSetId"": ""sv06"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es-419|LATAM|set:6ce71fcadcd75782|100|unspecified,es-419,LATAM,pokemon|es-419|LATAM|tcgdex:sv09,"{""tcgdex"": ""sv09""}",100,159,"{""tcgdex"": ""sv09-100""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv09-100"", ""providerSetId"": ""sv09"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es-mx""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|es-419|LATAM|set:6ce71fcadcd75782|101|unspecified,es-419,LATAM,pokemon|es-419|LATAM|tcgdex:sv09,"{""tcgdex"": ""sv09""}",101,159,"{""tcgdex"": ""sv09-101""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv09-101"", ""providerSetId"": ""sv09"", ""serieId"": ""sv"", ""serieName"": ""Escarlata y Púrpura"", ""sourceLanguage"": ""es-mx""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
